sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
An amendment by Rep. Ellen Tauscher of California to create a special committee to investigate Iraq intelligence failures was rejected on procedural grounds.	Her proposal to create a special committee to investigate Iraq intelligence failures was rejected on procedural grounds.	[2, 6, 0, 0, 0, 0, 0]	[2, 2, 0, 2, 2, 2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['An', 'amendment', 'by', 'Rep.', 'Ellen', 'Tauscher', 'of', 'California', 'to', 'create', 'a', 'special', 'committee', 'to', 'investigate', 'Iraq', 'intelligence', 'failures', 'was', 'rejected', 'on', 'procedural', 'grounds', '.']	['Her', 'proposal', 'to', 'create', 'a', 'special', 'committee', 'to', 'investigate', 'Iraq', 'intelligence', 'failures', 'was', 'rejected', 'on', 'procedural', 'grounds', '.\n']	9319a10fc5f44840ab0e8a127e586814
Intel updated investors midway through the quarter and said business was proceeding exactly as planned.	Intel said midway through its quarter, which ended in June, that business was exactly as expected.	[2, 5, 6, 7, 0, 0, 0]	[0, 7, 7, 7, 7, 7, 7, 7, 5, 5, 5, 7, 5, 5, 5, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 5, 7]	['Intel', 'updated', 'investors', 'midway', 'through', 'the', 'quarter', 'and', 'said', 'business', 'was', 'proceeding', 'exactly', 'as', 'planned', '.']	['Intel', 'said', 'midway', 'through', 'its', 'quarter', ',', 'which', 'ended', 'in', 'June', ',', 'that', 'business', 'was', 'exactly', 'as', 'expected', '.\n']	d55f2892057a44179f29e917f2416cff
"""The NAFTA ruling confirms that Canadian producers dump lumber in to the U.S. market,"" Rusty Wood, chairman of the coalition, said in a release."	"""The NAFTA ruling confirms that Canadian producers dump lumber into the U.S. market,"" said Rusty Wood, chairman of the Coalition for Fair Lumber Imports."	[2, 6, 7, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['``', 'The', 'NAFTA', 'ruling', 'confirms', 'that', 'Canadian', 'producers', 'dump', 'lumber', 'in', 'to', 'the', 'U.S.', 'market', ',', ""''"", 'Rusty', 'Wood', ',', 'chairman', 'of', 'the', 'coalition', ',', 'said', 'in', 'a', 'release', '.']"	"['``', 'The', 'NAFTA', 'ruling', 'confirms', 'that', 'Canadian', 'producers', 'dump', 'lumber', 'into', 'the', 'U.S.', 'market', ',', ""''"", 'said', 'Rusty', 'Wood', ',', 'chairman', 'of', 'the', 'Coalition', 'for', 'Fair', 'Lumber', 'Imports', '.\n']"	63c5e1b50fe545acbe9a1ef312929505
"""No data exists to indicate that the situation with repair stations poses a safety concern."""	However, FAA spokeswoman Kathleen Bergen said no data indicate that the situation poses safety problems.	[1, 2, 5, 6, 7, 0, 0]	[0, 7, 7, 7, 1, 1, 7, 7, 7, 7, 7, 7, 7, 0, 7, 1, 7, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['``', 'No', 'data', 'exists', 'to', 'indicate', 'that', 'the', 'situation', 'with', 'repair', 'stations', 'poses', 'a', 'safety', 'concern', '.', ""''""]"	['However', ',', 'FAA', 'spokeswoman', 'Kathleen', 'Bergen', 'said', 'no', 'data', 'indicate', 'that', 'the', 'situation', 'poses', 'safety', 'problems', '.\n']	5fcd46ed7b9f40e4a48aa57a3111ec8f
Doctors have advised that the boy get chemotherapy, but Daren and Barbara Jensen have refused, fearing the treatment would stunt Parker's growth and leave him sterile.	Daren and Barbara Jensen refused to heed doctors' recommendation of chemotherapy, fearing the treatment would stunt Parker's growth and leave him sterile.	[1, 4, 6, 0, 0, 0, 0]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	"['Doctors', 'have', 'advised', 'that', 'the', 'boy', 'get', 'chemotherapy', ',', 'but', 'Daren', 'and', 'Barbara', 'Jensen', 'have', 'refused', ',', 'fearing', 'the', 'treatment', 'would', 'stunt', 'Parker', ""'s"", 'growth', 'and', 'leave', 'him', 'sterile', '.']"	"['Daren', 'and', 'Barbara', 'Jensen', 'refused', 'to', 'heed', 'doctors', ""'"", 'recommendation', 'of', 'chemotherapy', ',', 'fearing', 'the', 'treatment', 'would', 'stunt', 'Parker', ""'s"", 'growth', 'and', 'leave', 'him', 'sterile', '.\n']"	9e44577d465342ca8b1f102ce6a7511f
IAAF council member Jose Maria Odriozola said Drummond should be excluded from the championships.	"""I have proposed to the [IAAF] council that Drummond be excluded from the championships."""	[1, 2, 5, 6, 7, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[0, 2, 1, 1, 7, 7, 7, 7, 7, 7, 0, 6, 1, 1, 6, 6, 6, 6, 0]	['IAAF', 'council', 'member', 'Jose', 'Maria', 'Odriozola', 'said', 'Drummond', 'should', 'be', 'excluded', 'from', 'the', 'championships', '.']	"['``', 'I', 'have', 'proposed', 'to', 'the', '[', 'IAAF', ']', 'council', 'that', 'Drummond', 'be', 'excluded', 'from', 'the', 'championships', '.', ""''\n""]"	e04ff0c131fe4b1c9d0f3ef71f78cfb0
As a teen, he stabbed a 6-year-old boy, nearly killing him, for no apparent reason.	He also told investigators that when he was in his mid-teens, he stabbed a 6-year-old boy for no apparent reason.	[2, 5, 6, 7, 0, 0, 0]	[5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['As', 'a', 'teen', ',', 'he', 'stabbed', 'a', '6-year-old', 'boy', ',', 'nearly', 'killing', 'him', ',', 'for', 'no', 'apparent', 'reason', '.']	['He', 'also', 'told', 'investigators', 'that', 'when', 'he', 'was', 'in', 'his', 'mid-teens', ',', 'he', 'stabbed', 'a', '6-year-old', 'boy', 'for', 'no', 'apparent', 'reason', '.\n']	be2c2af92140415eb6d98cc8726ba1be
"""For me, the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents,"" according to extracts leaked yesterday."	"""For me, the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents."""	[6, 7, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 7, 7, 7, 7, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['``', 'For', 'me', ',', 'the', 'Lewinsky', 'imbroglio', 'seemed', 'like', 'just', 'another', 'vicious', 'scandal', 'manufactured', 'by', 'political', 'opponents', ',', ""''"", 'according', 'to', 'extracts', 'leaked', 'yesterday', '.']"	"['``', 'For', 'me', ',', 'the', 'Lewinsky', 'imbroglio', 'seemed', 'like', 'just', 'another', 'vicious', 'scandal', 'manufactured', 'by', 'political', 'opponents', '.', ""''\n""]"	324b6e76ceb94af082c148a07462e38c
Labor Department analysts think the payroll statistics from the survey of businesses provide a more accurate picture of the economy because the survey figures are based on a larger sample.	The analysts said they believe the payroll statistics provide a more accurate picture of the economy because they are based on a larger sample.	[2, 3, 6, 7, 0, 0, 0]	[7, 7, 3, 2, 0, 0, 0, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]	[3, 3, 7, 0, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7]	['Labor', 'Department', 'analysts', 'think', 'the', 'payroll', 'statistics', 'from', 'the', 'survey', 'of', 'businesses', 'provide', 'a', 'more', 'accurate', 'picture', 'of', 'the', 'economy', 'because', 'the', 'survey', 'figures', 'are', 'based', 'on', 'a', 'larger', 'sample', '.']	['The', 'analysts', 'said', 'they', 'believe', 'the', 'payroll', 'statistics', 'provide', 'a', 'more', 'accurate', 'picture', 'of', 'the', 'economy', 'because', 'they', 'are', 'based', 'on', 'a', 'larger', 'sample', '.\n']	bfa096d351e045d8a03947e399770e20
Gilead had earnings of $73.1 million, or 33 cents a share, compared with $20.8 million, or 10 cents, in the year-ago quarter.	Quarterly profit climbed to $73.1 million, or 33 cents a share, from $20.8 million, or 10 cents, a year earlier, the company said.	[2, 6, 7, 0, 0, 0, 0]	[2, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 2, 7]	[2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 2, 7, 0]	['Gilead', 'had', 'earnings', 'of', '$', '73.1', 'million', ',', 'or', '33', 'cents', 'a', 'share', ',', 'compared', 'with', '$', '20.8', 'million', ',', 'or', '10', 'cents', ',', 'in', 'the', 'year-ago', 'quarter', '.']	['Quarterly', 'profit', 'climbed', 'to', '$', '73.1', 'million', ',', 'or', '33', 'cents', 'a', 'share', ',', 'from', '$', '20.8', 'million', ',', 'or', '10', 'cents', ',', 'a', 'year', 'earlier', ',', 'the', 'company', 'said', '.\n']	073b096b149b40849a1ff22cebe34ef0
"Mohcine Douali, who lives in the centre of Algiers, said: ""It was a great shock."	"""It was a great shock,"" said Mohcine Douali, who lives in central Algiers."	[3, 5, 6, 7, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	['Mohcine', 'Douali', ',', 'who', 'lives', 'in', 'the', 'centre', 'of', 'Algiers', ',', 'said', ':', '``', 'It', 'was', 'a', 'great', 'shock', '.']	"['``', 'It', 'was', 'a', 'great', 'shock', ',', ""''"", 'said', 'Mohcine', 'Douali', ',', 'who', 'lives', 'in', 'central', 'Algiers', '.\n']"	27877cb309744d2d8a7a71d03a1a8d2a
"Whether it works out, timewise, that I can march with all four ... we'll see what happens,"" he said."	"Whether it works out timewise with all four, I don't know but we will see what happens."""	[2, 4, 5, 6, 7, 0, 0]	[5, 6, 5, 5, 6, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 2, 2, 0, 7, 7, 7, 7, 7, 7, 0]	[5, 6, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 2, 2, 0, 7, 7, 0, 7]	"['Whether', 'it', 'works', 'out', ',', 'timewise', ',', 'that', 'I', 'can', 'march', 'with', 'all', 'four', '...', 'we', ""'ll"", 'see', 'what', 'happens', ',', ""''"", 'he', 'said', '.']"	"['Whether', 'it', 'works', 'out', 'timewise', 'with', 'all', 'four', ',', 'I', 'do', ""n't"", 'know', 'but', 'we', 'will', 'see', 'what', 'happens', '.', ""''\n""]"	ad7d8caae58e49eb9ccc60cf883fc340
"""The strength of demand for credit increases the danger associated with delaying (a rate rise) that is called for on general macroeconomic grounds,"" Mr Macfarlane said."	"The strength of demand for credit increases the danger associated with delaying a tightening of policy that is called for on general macroeconomic grounds."""	[2, 5, 6, 7, 0, 0, 0]	[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 7, 7, 7, 6]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	"['``', 'The', 'strength', 'of', 'demand', 'for', 'credit', 'increases', 'the', 'danger', 'associated', 'with', 'delaying', '(', 'a', 'rate', 'rise', ')', 'that', 'is', 'called', 'for', 'on', 'general', 'macroeconomic', 'grounds', ',', ""''"", 'Mr', 'Macfarlane', 'said', '.']"	"['The', 'strength', 'of', 'demand', 'for', 'credit', 'increases', 'the', 'danger', 'associated', 'with', 'delaying', 'a', 'tightening', 'of', 'policy', 'that', 'is', 'called', 'for', 'on', 'general', 'macroeconomic', 'grounds', '.', ""''\n""]"	615abeb4489d4639b2b108008b66acc7
But while the prime minister's trial judders to a halt, his co-defendants in the same case are not protected.	While he is now spared that threat, his co-defendants in the same case are not protected.	[2, 6, 7, 0, 0, 0, 0]	[7, 6, 2, 2, 2, 2, 2, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[7, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0]	"['But', 'while', 'the', 'prime', 'minister', ""'s"", 'trial', 'judders', 'to', 'a', 'halt', ',', 'his', 'co-defendants', 'in', 'the', 'same', 'case', 'are', 'not', 'protected', '.']"	['While', 'he', 'is', 'now', 'spared', 'that', 'threat', ',', 'his', 'co-defendants', 'in', 'the', 'same', 'case', 'are', 'not', 'protected', '.\n']	5160338a54244a7ba15c878d35a985eb
Since it was launched, the SiteFinder service has come under increasing criticism from users and analysts who say that VeriSign has overstepped its authority.	Since it was launched Monday, the SiteFinder service has drawn widespread criticism from Internet users who complain that VeriSign has overstepped its authority.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 2, 0, 0, 7, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]	['Since', 'it', 'was', 'launched', ',', 'the', 'SiteFinder', 'service', 'has', 'come', 'under', 'increasing', 'criticism', 'from', 'users', 'and', 'analysts', 'who', 'say', 'that', 'VeriSign', 'has', 'overstepped', 'its', 'authority', '.']	['Since', 'it', 'was', 'launched', 'Monday', ',', 'the', 'SiteFinder', 'service', 'has', 'drawn', 'widespread', 'criticism', 'from', 'Internet', 'users', 'who', 'complain', 'that', 'VeriSign', 'has', 'overstepped', 'its', 'authority', '.\n']	b33021039549402da27d247cc1430310
His 1996 Chevrolet Tahoe was found abandoned in a Virginia Beach, Va., parking lot June 25.	His sport utility vehicle was found June 25, abandoned without its license plates in Virginia Beach, Va.	[2, 6, 7, 0, 0, 0, 0]	[7, 2, 2, 2, 7, 7, 7, 0, 2, 2, 2, 2, 2, 2, 2, 2, 7, 7, 7]	[0, 2, 2, 2, 0, 0, 7, 7, 0, 0, 7, 7, 7, 7, 0, 2, 2, 2, 2, 0]	['His', '1996', 'Chevrolet', 'Tahoe', 'was', 'found', 'abandoned', 'in', 'a', 'Virginia', 'Beach', ',', 'Va.', ',', 'parking', 'lot', 'June', '25', '.']	['His', 'sport', 'utility', 'vehicle', 'was', 'found', 'June', '25', ',', 'abandoned', 'without', 'its', 'license', 'plates', 'in', 'Virginia', 'Beach', ',', 'Va', '.\n']	9be5f9d70d9647fbb1f49abe9bdf0a67
"My view is these al-Qaeda terrorists - and I believe it was al-Qaeda - would prefer to have many such events."""	"""My view is that these Al Qaeda terrorists -- and I believe it was Al Qaeda -- would prefer to have many such events."""	[2, 5, 6, 0, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	"['My', 'view', 'is', 'these', 'al-Qaeda', 'terrorists', '-', 'and', 'I', 'believe', 'it', 'was', 'al-Qaeda', '-', 'would', 'prefer', 'to', 'have', 'many', 'such', 'events', '.', ""''""]"	"['``', 'My', 'view', 'is', 'that', 'these', 'Al', 'Qaeda', 'terrorists', '--', 'and', 'I', 'believe', 'it', 'was', 'Al', 'Qaeda', '--', 'would', 'prefer', 'to', 'have', 'many', 'such', 'events', '.', ""''\n""]"	936b87f7c9fb47939845f81707aebfae
The court's 1992 decision reaffirmed the basic findings of Roe protecting abortion choice but lessened the standards of protection guaranteed to women by Roe.	In a 1992 case, the Supreme Court reaffirmed the basic findings of Roe protecting abortion choice, but lessened the standards of protection guaranteed to women by Roe.	[2, 5, 6, 7, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	"['The', 'court', ""'s"", '1992', 'decision', 'reaffirmed', 'the', 'basic', 'findings', 'of', 'Roe', 'protecting', 'abortion', 'choice', 'but', 'lessened', 'the', 'standards', 'of', 'protection', 'guaranteed', 'to', 'women', 'by', 'Roe', '.']"	['In', 'a', '1992', 'case', ',', 'the', 'Supreme', 'Court', 'reaffirmed', 'the', 'basic', 'findings', 'of', 'Roe', 'protecting', 'abortion', 'choice', ',', 'but', 'lessened', 'the', 'standards', 'of', 'protection', 'guaranteed', 'to', 'women', 'by', 'Roe', '.\n']	cda368f8b2774222896ba0e15582eb68
The latest quarter's profit was a penny above of the average estimate as compiled by Thomson First Call.	The earnings beat by a penny the consensus estimate of analysts surveyed by Thomson First Call.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 2, 2, 7, 7, 2, 2, 7, 2, 7, 7, 2, 7, 7, 7, 7, 7]	[7, 2, 2, 2, 7, 7, 7, 2, 7, 7, 7, 2, 7, 7, 7, 7, 7]	"['The', 'latest', 'quarter', ""'s"", 'profit', 'was', 'a', 'penny', 'above', 'of', 'the', 'average', 'estimate', 'as', 'compiled', 'by', 'Thomson', 'First', 'Call', '.']"	['The', 'earnings', 'beat', 'by', 'a', 'penny', 'the', 'consensus', 'estimate', 'of', 'analysts', 'surveyed', 'by', 'Thomson', 'First', 'Call', '.\n']	ebd7145d59244ce599c4fd6b3bce31c6
More than 60 percent of the company's 1,000 employees were killed in the attack.	More than 60 per cent of its 1,000 employees at the time were killed.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7]	"['More', 'than', '60', 'percent', 'of', 'the', 'company', ""'s"", '1,000', 'employees', 'were', 'killed', 'in', 'the', 'attack', '.']"	['More', 'than', '60', 'per', 'cent', 'of', 'its', '1,000', 'employees', 'at', 'the', 'time', 'were', 'killed', '.\n']	86570ef88ebb4820af2e27f438d3ef33
Only two bidders of the six have expressed interest in the whole pie - oil tycoon Marvin Davis and Seagram heir Edgar Bronfman Jr.	Only two of the bidders have so far expressed interest in buying all the assets -- Davis and Bronfman.	[2, 5, 6, 7, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['Only', 'two', 'bidders', 'of', 'the', 'six', 'have', 'expressed', 'interest', 'in', 'the', 'whole', 'pie', '-', 'oil', 'tycoon', 'Marvin', 'Davis', 'and', 'Seagram', 'heir', 'Edgar', 'Bronfman', 'Jr', '.']	['Only', 'two', 'of', 'the', 'bidders', 'have', 'so', 'far', 'expressed', 'interest', 'in', 'buying', 'all', 'the', 'assets', '--', 'Davis', 'and', 'Bronfman', '.\n']	9b61ad6e87784a2ea11bf6706d268921
Bush also said he plans to meet with scientists and legal experts and will not make a determination on the bill for a few more weeks.	Bush said he plans to meet with scientists and legal experts and will not decide the bill's fate for a few more weeks.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7]	['Bush', 'also', 'said', 'he', 'plans', 'to', 'meet', 'with', 'scientists', 'and', 'legal', 'experts', 'and', 'will', 'not', 'make', 'a', 'determination', 'on', 'the', 'bill', 'for', 'a', 'few', 'more', 'weeks', '.']	"['Bush', 'said', 'he', 'plans', 'to', 'meet', 'with', 'scientists', 'and', 'legal', 'experts', 'and', 'will', 'not', 'decide', 'the', 'bill', ""'s"", 'fate', 'for', 'a', 'few', 'more', 'weeks', '.\n']"	90f8ae73fec142339ce6d3b81742d6ea
However, one subset of women — those on hormonal treatment following chemotherapy — appeared to show improvement in survival.	"However, one subset of patients, women on hormonal treatment following chemotherapy, ""appeared to show a favorable trend to improvement in survival."""	[2, 5, 6, 0, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	['However', ',', 'one', 'subset', 'of', 'women', '—', 'those', 'on', 'hormonal', 'treatment', 'following', 'chemotherapy', '—', 'appeared', 'to', 'show', 'improvement', 'in', 'survival', '.']	"['However', ',', 'one', 'subset', 'of', 'patients', ',', 'women', 'on', 'hormonal', 'treatment', 'following', 'chemotherapy', ',', '``', 'appeared', 'to', 'show', 'a', 'favorable', 'trend', 'to', 'improvement', 'in', 'survival', '.', ""''\n""]"	9103474e11cb465e9fc7056d0abe682f
Intel’s Xeon surpassed HP’s PA-RISC to become the most often used processor, rising from 76 systems in June to 152 systems in November.	Intel's Xeon surpassed HP's PA-RISC to become the processor most often used, rising from 76 systems in June to 152 systems in November.	[3, 6, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['Intel’s', 'Xeon', 'surpassed', 'HP’s', 'PA-RISC', 'to', 'become', 'the', 'most', 'often', 'used', 'processor', ',', 'rising', 'from', '76', 'systems', 'in', 'June', 'to', '152', 'systems', 'in', 'November', '.']	"['Intel', ""'s"", 'Xeon', 'surpassed', 'HP', ""'s"", 'PA-RISC', 'to', 'become', 'the', 'processor', 'most', 'often', 'used', ',', 'rising', 'from', '76', 'systems', 'in', 'June', 'to', '152', 'systems', 'in', 'November', '.\n']"	bf8f3b231ee140c989f6772d892988b8
"""We are very pleased that the court dismissed the vast majority of the plaintiff's claims,"" Coke spokeswoman Sonya Soutus said."	"""We are very pleased that the court dismissed the vast majority of the plaintiff's claims,"" said Coke spokesman Ben Deutsch."	[6, 7, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6]	"['``', 'We', 'are', 'very', 'pleased', 'that', 'the', 'court', 'dismissed', 'the', 'vast', 'majority', 'of', 'the', 'plaintiff', ""'s"", 'claims', ',', ""''"", 'Coke', 'spokeswoman', 'Sonya', 'Soutus', 'said', '.']"	"['``', 'We', 'are', 'very', 'pleased', 'that', 'the', 'court', 'dismissed', 'the', 'vast', 'majority', 'of', 'the', 'plaintiff', ""'s"", 'claims', ',', ""''"", 'said', 'Coke', 'spokesman', 'Ben', 'Deutsch', '.\n']"	567399260cf84544a147147977cdf8f6
A postal distribution center where four anthrax-laced letters passed through two years ago was fumigated with chlorine dioxide gas as crews wound up the decontamination process this weekend.	Workers cleaning up a postal distribution center where four letters laced with anthrax had passed through two years ago planned to complete the fumigation operation early Sunday.	[1, 2, 3, 4, 6, 7, 0]	[4, 4, 4, 4, 6, 3, 3, 3, 1, 6, 6, 6, 6, 4, 4, 7, 7, 7, 7, 4, 4, 4, 4, 6, 4, 4, 0, 0, 6]	[4, 4, 4, 4, 4, 4, 4, 7, 3, 3, 3, 3, 3, 1, 1, 7, 7, 7, 7, 6, 6, 6, 7, 2, 2, 6, 6, 7]	['A', 'postal', 'distribution', 'center', 'where', 'four', 'anthrax-laced', 'letters', 'passed', 'through', 'two', 'years', 'ago', 'was', 'fumigated', 'with', 'chlorine', 'dioxide', 'gas', 'as', 'crews', 'wound', 'up', 'the', 'decontamination', 'process', 'this', 'weekend', '.']	['Workers', 'cleaning', 'up', 'a', 'postal', 'distribution', 'center', 'where', 'four', 'letters', 'laced', 'with', 'anthrax', 'had', 'passed', 'through', 'two', 'years', 'ago', 'planned', 'to', 'complete', 'the', 'fumigation', 'operation', 'early', 'Sunday', '.\n']	5f758c6676b54b1b892fe383265991c6
