id	sentence1	sentence2	similarity
150c9282-6460-4d71-9090-f972dd15382f	37 killed in bus crash in Italy	12 killed in bus accident in Pakistan	1.2
3781956e-fdb2-4c19-a4c4-3fc1f2e8727e	Washington's Acts of Congress sells for $9.8M	George Washington's copy of US Constitution sells for $9.8m	2.6
db84241e-ba84-4b29-80f2-571853e352d0	A chimp is kicking a target.	A woman is putting oil into a skillet.	0.0
8f7dd924-0d62-44ee-8128-17b3337a6968	It's pretty difficult to imagine a person with Social Anxiety Disorder being an extrovert.	On the surface, it does seem like social anxiety disorder and extroversion shouldn't both exist in the same person.	4.2
fc61b69d-4a0a-4d98-b4df-5940026cb48e	Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $11,000 per call.	Under the law, telemarketers who call numbers on the list can be fined up to $11,000 for each violation.	3.6
9e336447-e514-4564-b81a-1cea04e0fc7c	A man is buttering bread.	A woman is ridint a horse.	0.0
0be8e49b-fd34-4dc7-b186-695c393c0bde	A small desk with chair near a laundry closet.	A room with tan walls and a washer and dryer.	0.2
05340a6a-b68b-4602-894c-0863f6b39a64	Two people paddling a red canoe are reflected in the still water.	Two people paddling in a red canoe with trees in the background.	3.2
1d28595a-ae8d-4c3f-95f7-6b20948c33b3	Scenario A assumes that the CO growth rate accelerates by .%/yr.	It assumes that methane growth rate accelerates by .%/yr.	1.75
8877dba5-2f20-4f80-9840-bfc09a8bd314	Islamic State issues video of beheading of US hostage	Islamic State posts second propaganda video of UK hostage	3.0
be1b7a68-e6cd-4888-a358-bd25a9ff90e9	Two men are setting up some electronic equpitment	Two dogs are wrestling on the ground in the snow.	0.0
f69ab87f-5173-43cd-8386-62a6ba1a4b0c	A lion cub tries to climb a fence.	A lion tries to climb over a wall.	2.75
e7dbd69b-0ee7-41c2-bb36-59c7fad10ed3	A man is playing a violin.	A man is playing a harp.	1.6
ffe05841-7fd2-471c-87e3-e35d089c09d8	A woman beats two eggs in a bowl.	A person is mixing ingredients in a bowl.	3.0
03bcf1e4-da8e-4bea-b118-013742c76994	A person is slicing an onion.	A solenodon is walking along the ground.	0.0
1b7da6bc-ed32-4c75-9eb9-1ab3a988b493	myanmar's military rulers burned approximately 250 million dollars worth of illegal drugs to mark the international day against drug abuse and illicit trafficking.	myanmar's military rulers incinerated the drugs to mark the international day against drug abuse and illicit trafficking.	3.75
dbffd797-64f3-4459-bf1e-e462b08d40fe	Yes, you should mention your experience.	Yes, you should make a résumé.	2.0
9b3fcf3b-e5f5-4ac7-b6f8-d3e97968f831	The black and white cows pause in front of the gate.	The white airplane is flying in the sky.	0.0
6de407c9-104f-42ae-9d6d-3d8c644e68c4	Police stop Maldives presidential election	Keita Wins Mali Presidential Election	1.2
7c23240e-4dda-4fe0-a140-ab02f057eb71	Agribusiness: Mad cow disease found in California	USDA Confirms Case of Mad Cow Disease in California	4.2
d6e440ee-dd33-438f-8ea0-1eb4534a087d	Extension likely for Iran nuclear talks	Oil slips below $108 ahead of Iran nuclear talks	1.4
41a1e4e0-04e7-4e0f-89e3-54133272e2f8	Three dogs are playing in the white snow.	Two dogs are playing in the grass.	1.6
4b5fa342-5657-4ea6-aab3-9ef7d42323b5	My parents have told me it is bad for you.	officers have told me its bad for you.	2.0
2cbc8e0e-5c14-4b38-b15c-cf93e9c01b04	Suicide bomber kills 23 Iraqi army recruits	Suicide bomber kills 13 Iraqi army recruits in Baghdad	2.4
3d861f89-c886-4a07-9140-f9d7c9570e69	A man is riding a bike.	A panda bear is eating.	0.0
1685abdb-ba26-493c-a183-366ff7c944ca	Dog is jumping down a ramp.	A girls is jumping in the sand.	1.2
b4e64721-1d5d-4b5c-ba99-242adba36be4	Three guys playing a pro game of basketball.	two guys playing a game of baseball.	2.4
822b7da2-0fd3-4050-a76b-a02ff58f06d8	Hockey goal-keeper laying on the ice in front of net.	A hockey player is laying on the ice in front of the goal.	4.6
92b0627e-dc49-418d-ba35-625a2ce01399	Ukraine‚Äôs pro-Russia protesters demand greater autonomy	Sudanese protesters demand the regime's ouster	1.4
f3b06577-fe19-42d6-b9a9-3c53930b0632	A man is cutting tomatoes into pieces.	A woman is cutting potatoes.	1.8
aeed120b-16f6-4527-a742-f282aca11654	No radiation leak at Iran's nuclear plant	US Congress may throw wrench into Iran nuclear deal	0.8
faecf5eb-94eb-49ba-8282-51ee534e643e	Egypt braces for more protests, prays for calm	Egypt braces for more protests over Morsi, prays for calm	3.8
8213383d-442c-4d80-a3e4-5a5e6da6e53f	The girl is wearing a blue striped shirt and Rollerblades.	a man wearing a black and white shirt jumping on a dogs back	0.0
f3e896fd-de2f-4aa5-93e0-a6ab79c6c037	Top Asian News at 2:30 p.m. GMT	Top Asian News 1:25 p.m. GMT	1.0
a6c3be78-589f-4aa5-a462-4a4a82c9dc55	The Nasdaq fell about 1.3% for the month, snapping a seven-month winning streak.	The Nasdaq is down roughly 0.4 percent for the month, on track to snap a 7-month streak of gains.	2.4
36e85514-accd-4317-9004-33d70cff65f5	A woman is water skiing.	A woman is slicing fish.	0.4
3054acd6-937f-419f-879c-9a8ba33d432a	Red ball under yellow floodlight takes on a brownish color which is very similar to the color of the pitch.	I am too a hobby swimmer but as part of my triathlon training.	0.0
15d47759-19fc-4ed4-b462-eeb7cdf36801	Israel planes strike inside Syria	Israel launches airstrike into Syria	4.6
bdc3327e-7fd6-4d8f-8918-6f9de0784ea9	The woman is wearing yellow.	The woman is wearing red.	2.8
49928d34-fa05-421c-a8ed-e41e5fce16f7	One man and two women dressed in vampire costumes	A man and two women dressed in costumes.	3.4
4965ae7f-452d-4e1a-b3fe-cd356b99f430	A dog under the stairs	A dog is resting on the stairs.	2.2
63fa7fa8-ad49-43f4-96c0-ddf55d7f74ef	It really doesn't matter.	It doesn't matter unless it is really far off.	3.0
ed73a853-2efa-4444-9642-24eb1c47b010	Daniels said he doesn't know what Bush will have to say about him at tonight's $2,000-per-person presidential fund-raiser.	Daniels said he doesn't know what Bush will say at tonight's $2,000-per-person reception to raise funds for his presidential re-election bid.	4.4
8418f358-96f9-4a5b-ab54-51f5ac055494	"""Whatever has happened to you by way of punishment is certainly more than enough,"" Covello told the 49-year-old, whose family, friends and supporters filled half the courtroom."	"""What has happened to you, sir, by way of punishment, is certainly more than enough,"" Covello said."	3.0
81c8306d-d1bd-4a2c-97b8-ffd455514234	Two little girls are talking on the phone.	A little girl is walking down the street.	0.5
05753e7e-8c30-4290-a9f4-1693443ba992	amnesty international's report was compiled by european and international non-governmental organizations such as saferworld, which opposes armed violence.	the amnesty international report was compiled by european and international non-governmental forums.	3.2
9507022a-c584-456b-97c2-729ccdc24b51	A group of girls are exiting a taxi.	A video clip of Rihanna leaving a taxi.	2.0
c46b7a58-ac8f-4f21-88f5-ab506bb1e807	The woman is shooting a machine gun.	The man is shooting a gun.	2.0
0c93a98c-c5c5-4740-b714-57975e5befa0	the resolution requires all 192 united nations member states to adopt laws to prevent terrorists, black marketeers and other non-state actors from manufacturing, acquiring or trafficking in nuclear, biological or chemical weapons or the materials to make them.	resolution 1540 requires all countries to adopt laws to prevent non-state actors from manufacturing, acquiring or trafficking in nuclear, biological or chemical weapons, the materials to make them, and the missiles and other systems to deliver them.	3.6
df857e80-c666-4147-8750-e5bca30da616	Spain asks for bank rescue	Spaniard on trial for Cuban dissident’s death	0.2
b808e05d-cb18-46ac-b268-08b70255f373	a group representing mainly white south africans called afriforum stated it would organize protests along the route to zimbabwe.	afriforum stated that the group would organize protests along the route to zimbabwe.	4.2
04a7c0e6-f955-4c7c-83e1-810e94bf2919	Fire in Russian psychiatric hospital kills 38	38 feared dead in Russian psychiatric hospital fire	4.2
320ee02b-e7f6-4758-94f1-b6a3cbe053d4	Most of the literature I can find about infant sleeping has to do primarily with waking habits, not eating habits.	In my experience, babies tend to wake up by themselves when they get hungry.	2.6
67eb4d91-8392-4d0b-ad1b-952c921c9a24	Meat is being put into a skillet.	A woman is putting a baby into a trash can.	0.4
402a84be-ed61-41a1-8f71-bde5d75fc688	4 foreigners among 9 killed in Kabul hotel attack	Foreigners among dead in Kabul hotel attack	3.6
2ce47bc8-8972-4e24-9137-ba1525970386	Boeing said the final agreement is expected to be signed during the next few weeks.	"The Korean Air deal is expected to be finalized ""in the next several weeks,"" Boeing spokesman Bob Saling said."	3.0
a983e2a0-323d-406b-968d-7f1cee43e6c0	Hoy confirmed the woman's age Tuesday and said she has left on vacation with her family.	Hoy confirmed the woman's age Tuesday and said she was on vacation with her family, but is expected to return this week.	3.4
1261d4f0-6197-4fc7-bd69-1ca3c34f11db	He also reaffirmed his wish to resolve the North Korean nuclear crisis peacefully.	But the North Korean nuclear crisis has dominated his time in office.	2.0
5b6602d2-8724-45bc-ba5f-f6c3f055b523	An orange tabby cat sleeping on the sofa.	A man is watching TV on the foot of his bed.	0.6
fd897068-b29d-49e1-a785-4ab20291858c	Three dogs play in a grassy field.	Some kids play in a field.	1.2
7d1aee44-89af-4bda-a9d3-10913862c9db	BOSTON The Catholic archdiocese in Boston has offered $55 million to settle more than 500 clergy sex abuse lawsuits, according to a document obtained by The Associated Press.	The American Roman Catholic archdiocese of Boston has offered $55 million to settle more than 500 sex abuse lawsuits involving priests.	3.6
6322d6f0-e176-4abf-9dca-6505a099912b	Before you want to start the study of a subject, figure out what you want to achieve.	As Eugene suggests, try to figure out what you want to achieve.	3.2
7eabdb1e-6ab6-4057-b86d-fef3916e01de	Three boys are dancing.	Kids are dancing.	3.111
52fe8e85-5425-4344-8170-27633d32c70d	Glasgow Helicopter Crash Search Ends	Glasgow Helicopter Crash: At Least Six Dead	2.8
94986e65-1113-460d-ba3a-251c53a7edae	Yellow striped cat resting on blue sofa.	An orange tabby cat sleeping on the sofa.	4.0
dc40a274-3dd3-4892-80ba-abfec4b1cbd3	A man is staring at a leaf.	A man is slicing a vegetable.	0.8
614200cc-3c98-494c-99ff-0837b59e56a4	A man tries to feed a mouse to a snake.	A man is teasing a snake with a mouse.	3.2
2c23d777-92c0-4c6f-b9ea-526b5baa492b	Arrested Russian killer denies ties to Pussy Riot	Dozens arrested in Russian TV tower protest	0.8
788eb6d2-cc3f-46dd-a917-bdae5746a691	Hassoun to Mauritanian delegation: conspiracy imposed on Syria targets its stances, particularly over Palestine	Mufti : conspiracy aginst Syria targets its stances, particularly towards Palestine	3.2
4ce394e5-bafc-4425-a5dc-29e8c9b853fc	I started watching the Stargate series by watching Atlantis first!	Without delving into an in-depth analysis of Atlantis and Universe, I'll try and be as succinct as possible.	1.8
a266bdcc-9999-49fb-b65e-1c16b13368a3	Paul Themba Nyathi, an MDC spokesman, said the Avenues Clinic was being targeted because it was treating opposition supporters.	MDC spokesperson Paul Themba Nyathi said the Avenues Clinic was targeted because it was handling opposition supporters.	4.6
c78fa7f5-41ea-4b5b-91dd-31cb483610b1	More than 3,400 migrants rescued at sea in Mediterranean	Over 2,000 migrants rescued from wooden boats in Mediterranean	3.0
aa44a611-986e-498d-8387-ee28ae65a94b	The Nasdaq composite index advanced 20.59, or 1.3 percent, to 1,616.50, after gaining 5.7 percent last week.	The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent, to 1,615.02.	2.0
332a1a63-bf39-48d6-810e-1a6e53ef5a15	A man is riding on a horse.	A woman is riding an elephant.	1.533
99c70f65-8095-4470-b6f9-81a29b2fdbe6	Excluding the charges, analysts, on average, expected a loss of 11 cents a share.	Analysts polled by Thomson Financial First Call had been expected to see a loss of about 11 cents a share from continuing operations.	3.8
53ca34f6-5418-4217-9c6f-4587965ef28b	A woman is stabbing a potato with a fork.	A woman is puncturing a potato with a fork.	5.0
44aa2bce-1fe4-461f-8893-3aad5362b3cf	A pole is behind a person that is playing peekaboo with a child.	There is a child with a ball	0.2
c944bed0-82eb-421f-a471-e98a5e30917b	"At midnight on Wednesday, 68 percent of voters said ""no"" to the tax, with 97 percent of the votes counted."	With 97 percent of precincts counted tonight, 68 percent of voters opposed the tax.	4.667
d36250fd-7ee1-4170-a2d1-042f4aaf43f7	Boy lying on couch with small white dog.	A small boy laying on a sofa with a dog.	4.0
0b42e13f-6b5d-45f7-a06b-9093ae6b9335	David Weber's The War God's Own has some lengthy travel scenes in it which he does quite well.	One thing that should be used as a seasoning in Odyssey tales is the idea of the false destination.	0.2
155a688a-a1f2-4fdc-ade1-0a6753a8c10d	Strong quake jolts most parts of Pakistan	Strong quake hits eastern Indonesia	2.0
9161dbce-0e0e-4d5c-b223-4c022d3ad9d1	It was the best advance since Oct. 1, when the index gained 22.25.	Standard & Poor's 500 index rose 15.66 to 1,046.79, its best advance since Oct. 1, when it gained 22.25.	3.0
46a65441-2725-4196-810a-6fc4838a582f	I don't think that there's any.	I don't think there are any benefits.	3.0
8321eff6-2967-4119-b116-8b54acfec906	A slow lori walks around.	A animal is walking around.	2.8
c08b77a8-8bb3-4a67-92ab-eaea1d344aa8	Blitzbokke ousted by Fiji	Blitzbokke beaten by NZ	2.0
50e517b1-9f1c-4fcf-855f-80093cd58521	A light-colored dog runs through the grass.	A dog runs through the grass.	4.0
51ff2f9f-dbc9-4d5b-99a7-4dab59b7fd21	"""Unlike many early-stage Internet firms, Google is believed to be profitable."	The privately held Google is believed to be profitable.	3.6
51f6fc60-666e-4a76-8c0e-9cb0b305ebf1	Children are playing in a swimming pool while two adult men watch them.	Children play in a pool while adults look on.	4.6
6029d116-cdbd-4ce0-a369-470fbe9d7f49	Russia warns it will respond if interests attacked in Ukraine	Russia warns it will 'respond' if interests in Ukraine attacked	5.0
95f40207-841e-45da-a2ab-35074faa4e9a	Two roosters are fighting.	Two men are fighting.	2.0
99886f3e-ef08-4a05-adaa-138dc07174a9	"But I would rather be talking about high standards than low standards."""	"""I would rather be talking about positive numbers rather than negative."	2.8
ff47ca9d-f9f5-4202-b917-b866aac8bca5	Putin claims victory in Russia's presidential election	Putin claims victory in presidential vote	4.2
